68,2017,8,18580,3771.74,3716,288,111,10915.3
198,2017,2,12216,2479.85,1221.6,139,268,8643.55
106,2016,1,8779,1782.14,877.9,83,79,6114.96
22,2016,7,9365,1901.1,936.5,174,100,6453.4
3,2018,4,3455,701.365,0,265,291,2779.64
71,2017,2,8102,1644.71,810.2,132,285,5800.09
159,2016,11,7885,1600.66,236.55,182,260,6125.8
52,2017,10,13008,2640.62,1300.8,60,120,9126.58
125,2018,2,10240,2078.72,1024,206,134,7065.28
170,2018,4,8335,1692.01,833.5,92,180,5897.49
94,2017,9,6641,1348.12,199.23,128,61,5026.65
57,2017,9,18725,3801.18,3745,109,232,11301.8
95,2018,4,10043,2038.73,1004.3,82,81,6998.97
157,2017,2,11018,2236.65,1101.8,68,257,7868.55
154,2018,6,5835,1184.51,175.05,99,109,4485.44
125,2017,9,6979,1416.74,209.37,259,125,5218.89
78,2016,9,6152,1248.86,184.56,173,93,4638.58
106,2016,8,11253,2284.36,1125.3,223,200,7820.34
24,2018,11,16063,3260.79,1606.3,89,72,11178.9
93,2018,5,17505,3553.52,3501,227,214,10437.5
35,2018,11,6323,1283.57,189.69,120,299,5028.74
108,2018,3,14271,2897.01,1427.1,245,241,9942.89
37,2018,2,8955,1817.87,895.5,238,119,6122.64
79,2018,10,8487,1722.86,848.7,136,293,6072.44
2,2016,2,18493,3754.08,3698.6,210,62,10892.3
65,2017,11,14307,2904.32,1430.7,147,89,9913.98
119,2016,7,15498,3146.09,1549.8,245,217,10774.1
197,2017,5,9872,2004.02,987.2,223,208,6865.78
12,2017,6,15990,3245.97,1599,224,221,11142
183,2018,1,4771,968.513,0,263,81,3620.49
98,2017,1,19921,4043.96,3984.2,225,190,11857.8
182,2016,4,16812,3412.84,1681.2,171,275,11822
72,2016,5,17779,3609.14,3555.8,262,228,10580.1
71,2017,5,9245,1876.74,924.5,198,204,6449.76
142,2017,4,9604,1949.61,960.4,123,205,6775.99
141,2016,3,4830,980.49,0,273,203,3779.51
192,2018,4,7487,1519.86,224.61,225,145,5662.53
139,2017,2,12338,2504.61,1233.8,183,115,8531.59
110,2016,11,8224,1669.47,822.4,288,157,5601.13
145,2016,3,12793,2596.98,1279.3,75,74,8915.72
185,2016,7,10684,2168.85,1068.4,175,122,7393.75
191,2016,2,9684,1965.85,968.4,119,99,6729.75
81,2017,11,9125,1852.38,912.5,178,77,6259.12
12,2017,4,13237,2687.11,1323.7,231,216,9211.19
137,2017,5,11293,2292.48,1129.3,132,276,8015.22
192,2017,6,6184,1255.35,185.52,294,139,4588.13
10,2018,7,5851,1187.75,175.53,229,270,4528.72
69,2017,6,14689,2981.87,1468.9,247,110,10101.2
172,2018,1,19563,3971.29,3912.6,181,283,11781.1
158,2018,7,4195,851.585,0,199,128,3272.41
158,2018,9,14515,2946.55,1451.5,81,293,10329
29,2018,3,9828,1995.08,982.8,161,219,6908.12
151,2018,2,11943,2424.43,1194.3,174,143,8293.27
161,2016,9,5502,1116.91,165.06,241,187,4166.03
180,2017,11,3413,692.839,0,180,76,2616.16
126,2017,9,14126,2867.58,1412.6,270,257,9832.82
80,2018,10,11705,2376.12,1170.5,254,83,7987.39
115,2016,2,18860,3828.58,3772,98,168,11329.4
56,2017,5,17425,3537.28,3485,287,289,10404.7
160,2016,10,15502,3146.91,1550.2,157,279,10926.9
98,2018,2,15048,3054.74,1504.8,231,190,10447.5
16,2018,10,10956,2224.07,1095.6,105,71,7602.33
138,2016,4,13056,2650.37,1305.6,151,115,9064.03
121,2018,11,5888,1195.26,176.64,255,70,4331.1
192,2017,3,14383,2919.75,1438.3,113,155,10067
98,2017,3,2954,599.662,0,138,285,2501.34
193,2016,8,12990,2636.97,1299,83,250,9221.03
143,2018,5,4611,936.033,0,90,158,3742.97
86,2017,3,4852,984.956,0,118,299,4048.04
99,2016,11,12502,2537.91,1250.2,268,162,8607.89
80,2017,6,14861,3016.78,1486.1,242,174,10290.1
28,2018,11,6542,1328.03,196.26,217,241,5041.71
113,2016,4,6880,1396.64,206.4,293,144,5127.96
125,2017,1,5073,1029.82,152.19,204,162,3848.99
149,2016,10,7654,1553.76,229.62,229,172,5813.62
96,2018,6,4744,963.032,0,104,149,3825.97
149,2016,10,4552,924.056,0,273,290,3644.94
9,2017,9,8369,1698.91,836.9,298,238,5773.19
164,2016,3,13053,2649.76,1305.3,143,182,9136.94
80,2016,11,12350,2507.05,1235,282,100,8425.95
47,2018,1,13580,2756.74,1358,177,76,9364.26
142,2016,5,17115,3474.35,3423,88,218,10347.7
70,2017,4,5383,1092.75,161.49,282,242,4088.76
137,2017,4,4022,816.466,0,213,221,3213.53
66,2017,4,16717,3393.55,1671.7,272,78,11457.7
77,2018,11,12889,2616.47,1288.9,272,239,8950.63
69,2016,9,15528,3152.18,1552.8,211,249,10861
183,2018,8,4864,987.392,0,227,115,3764.61
147,2016,3,11610,2356.83,1161,77,171,8186.17
176,2017,2,19340,3926.02,3868,93,217,11670
161,2017,5,15493,3145.08,1549.3,282,103,10619.6
2,2017,10,7307,1483.32,219.21,177,251,5678.47
173,2016,11,9140,1855.42,914,203,106,6273.58
125,2018,8,3245,658.735,0,286,71,2371.26
64,2017,2,19709,4000.93,3941.8,117,223,11872.3
140,2016,5,2675,543.025,0,161,207,2177.97
74,2018,9,15004,3045.81,1500.4,79,278,10656.8
81,2016,8,14618,2967.45,1461.8,265,160,10083.7
168,2018,11,16898,3430.29,1689.8,220,278,11835.9
